name,wwtp,wrf,collection.date,season,pore.size,index,GenomeName,RefSeqID,Proteins,Reference,Size (Kb),realm (Reference),realm (prediction),phylum (Reference),phylum (prediction),class (Reference),class (prediction),order (Reference),order (prediction),family (Reference),family (prediction),subfamily (Reference),subfamily (prediction),genus (Reference),genus (prediction),network
8.5,"San Jose, CA","WRF D, CA",10/11/22,fall,0.45 um filtrate,522,Serratia phage Tsm2,MW082583.1,60,TRUE,39.799,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Guernseyvirinae,Guernseyvirinae|nan,nan,nan,Fully clustered
8.5,"San Jose, CA","WRF D, CA",10/11/22,fall,0.45 um filtrate,1706,Serratia phage Eta,NC_021563.1,69,TRUE,42.724,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,nan,Guernseyvirinae|nan,nan,nan,Fully clustered
8.5,"San Jose, CA","WRF D, CA",10/11/22,fall,0.45 um filtrate,2335,Enterobacter phage phiEap-2,NC_028695.2,62,TRUE,40.491,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Guernseyvirinae,Guernseyvirinae|nan,nan,nan,Fully clustered
8.5,"San Jose, CA","WRF D, CA",10/11/22,fall,0.45 um filtrate,5216,Serratia phage vB_SmaM-Otaku,ON087563.1,62,TRUE,39.857,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Guernseyvirinae,Guernseyvirinae|nan,nan,nan,Fully clustered
8.5,"San Jose, CA","WRF D, CA",10/11/22,fall,0.45 um filtrate,5242,Klebsiella phage VLCpiS11a,ON602745.1,57,TRUE,39.791,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Guernseyvirinae,Guernseyvirinae|nan,nan,nan,Fully clustered
8.5,"San Jose, CA","WRF D, CA",10/11/22,fall,0.45 um filtrate,1355,Bacillus phage PBC1,NC_017976.1,50,TRUE,41.164,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Gutmannvirinae,Gutmannvirinae,Pebcunavirus,Pebcunavirus|Carmenvirus,Fully clustered
8.5,"San Jose, CA","WRF D, CA",10/11/22,fall,0.45 um filtrate,3811,Bacillus phage Carmen17,NC_048698.1,51,TRUE,41.82,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Gutmannvirinae,Gutmannvirinae,Carmenvirus,Pebcunavirus|Carmenvirus,Fully clustered
8.5,"San Jose, CA","WRF D, CA",10/11/22,fall,0.45 um filtrate,3838,Bacillus phage Wes44,NC_048725.1,54,TRUE,42.248,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Gutmannvirinae,Gutmannvirinae,Carmenvirus,Pebcunavirus|Carmenvirus,Fully clustered
8.5,"San Jose, CA","WRF D, CA",10/11/22,fall,0.45 um filtrate,1373,Leuconostoc phage Lmd1,NC_018273.1,40,TRUE,26.201,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Mccleskeyvirinae,Mccleskeyvirinae,Limdunavirus,Limdunavirus,Fully clustered
8.5,"San Jose, CA","WRF D, CA",10/11/22,fall,0.45 um filtrate,1618,Leuconostoc phage LN04,NC_020870.1,39,TRUE,25.865,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Mccleskeyvirinae,Mccleskeyvirinae,Limdunavirus,Limdunavirus,Fully clustered
8.5,"San Jose, CA","WRF D, CA",10/11/22,fall,0.45 um filtrate,1628,Leuconostoc phage P793,NC_020880.1,38,TRUE,26.769,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Mccleskeyvirinae,Mccleskeyvirinae,Limdunavirus,Limdunavirus,Fully clustered
8.5,"San Jose, CA","WRF D, CA",10/11/22,fall,0.45 um filtrate,2057,Leuconostoc phage phiLN6B,NC_024380.1,39,TRUE,25.74,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Mccleskeyvirinae,Mccleskeyvirinae,Limdunavirus,Limdunavirus,Fully clustered
8.5,"San Jose, CA","WRF D, CA",10/11/22,fall,0.45 um filtrate,2061,Leuconostoc phage phiLN12,NC_024385.1,41,TRUE,28.193,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Mccleskeyvirinae,Mccleskeyvirinae,Limdunavirus,Limdunavirus,Fully clustered
8.5,"San Jose, CA","WRF D, CA",10/11/22,fall,0.45 um filtrate,2066,Leuconostoc phage LN03,NC_024390.1,39,TRUE,26.752,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Mccleskeyvirinae,Mccleskeyvirinae,Limdunavirus,Limdunavirus,Fully clustered
8.5,"San Jose, CA","WRF D, CA",10/11/22,fall,0.45 um filtrate,4769,Leuconostoc phage LDG,NC_054986.1,40,TRUE,26.559,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Mccleskeyvirinae,Mccleskeyvirinae,Limdunavirus,Limdunavirus,Fully clustered
8.5,"San Jose, CA","WRF D, CA",10/11/22,fall,0.45 um filtrate,4770,Leuconostoc phage P965,NC_054987.1,38,TRUE,26.526,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Mccleskeyvirinae,Mccleskeyvirinae,Limdunavirus,Limdunavirus,Fully clustered
8.5,"San Jose, CA","WRF D, CA",10/11/22,fall,0.45 um filtrate,2055,Leuconostoc phage phiLNTR3,NC_024378.1,41,TRUE,28.015,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Mccleskeyvirinae,Mccleskeyvirinae,Unaquatrovirus,Unaquatrovirus,Fully clustered
8.5,"San Jose, CA","WRF D, CA",10/11/22,fall,0.45 um filtrate,2062,Leuconostoc phage LN25,NC_024386.1,41,TRUE,28.427,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Mccleskeyvirinae,Mccleskeyvirinae,Unaquatrovirus,Unaquatrovirus,Fully clustered
8.5,"San Jose, CA","WRF D, CA",10/11/22,fall,0.45 um filtrate,2064,Leuconostoc phage LN34,NC_024388.1,41,TRUE,28.022,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Mccleskeyvirinae,Mccleskeyvirinae,Unaquatrovirus,Unaquatrovirus,Fully clustered
8.5,"San Jose, CA","WRF D, CA",10/11/22,fall,0.45 um filtrate,2065,Leuconostoc phage phiLNTR2,NC_024389.1,42,TRUE,28.336,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Mccleskeyvirinae,Mccleskeyvirinae,Unaquatrovirus,Unaquatrovirus,Fully clustered
8.5,"San Jose, CA","WRF D, CA",10/11/22,fall,0.45 um filtrate,2211,Leuconostoc phage Ln-9,NC_027358.1,48,TRUE,28.527,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Mccleskeyvirinae,Mccleskeyvirinae,Unaquatrovirus,Unaquatrovirus,Fully clustered
8.5,"San Jose, CA","WRF D, CA",10/11/22,fall,0.45 um filtrate,2229,Leuconostoc phage Ln-8,NC_027377.1,45,TRUE,28.921,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Mccleskeyvirinae,Mccleskeyvirinae,Unaquatrovirus,Unaquatrovirus,Fully clustered
8.5,"San Jose, CA","WRF D, CA",10/11/22,fall,0.45 um filtrate,2277,Leuconostoc phage 1-A4,NC_027987.1,50,TRUE,29.508,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Mccleskeyvirinae,Mccleskeyvirinae,Unaquatrovirus,Unaquatrovirus,Fully clustered
8.5,"San Jose, CA","WRF D, CA",10/11/22,fall,0.45 um filtrate,4771,Leuconostoc phage Ln-7,NC_054988.1,47,TRUE,28.093,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Mccleskeyvirinae,Mccleskeyvirinae,Unaquatrovirus,Unaquatrovirus,Fully clustered
8.5,"San Jose, CA","WRF D, CA",10/11/22,fall,0.45 um filtrate,829,Salmonella phage FelixO1,NC_005282.1,127,TRUE,86.155,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Ounavirinae,Ounavirinae,Felixounavirus,Felixounavirus|Mooglevirus|Suspvirus,Fully clustered
8.5,"San Jose, CA","WRF D, CA",10/11/22,fall,0.45 um filtrate,1166,Escherichia phage wV8,NC_012749.1,140,TRUE,88.487,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Ounavirinae,Ounavirinae,Felixounavirus,Felixounavirus|Mooglevirus|Suspvirus,Fully clustered
8.5,"San Jose, CA","WRF D, CA",10/11/22,fall,0.45 um filtrate,2177,Citrobacter phage Moogle,NC_027293.1,126,TRUE,87.999,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Ounavirinae,Ounavirinae,Mooglevirus,Felixounavirus|Mooglevirus|Suspvirus,Fully clustered
8.5,"San Jose, CA","WRF D, CA",10/11/22,fall,0.45 um filtrate,2184,Salmonella phage vB_SPuM_SP116,NC_027329.1,126,TRUE,87.51,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Ounavirinae,Ounavirinae,Felixounavirus,Felixounavirus|Mooglevirus|Suspvirus,Fully clustered
8.5,"San Jose, CA","WRF D, CA",10/11/22,fall,0.45 um filtrate,2192,Escherichia phage vB_EcoM-VpaE1,NC_027337.1,132,TRUE,88.403,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Ounavirinae,Ounavirinae,Felixounavirus,Felixounavirus|Mooglevirus|Suspvirus,Fully clustered
8.5,"San Jose, CA","WRF D, CA",10/11/22,fall,0.45 um filtrate,2212,Enterobacteria phage UAB_Phi87,NC_027360.1,147,TRUE,87.603,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Ounavirinae,Ounavirinae,Felixounavirus,Felixounavirus|Mooglevirus|Suspvirus,Fully clustered
8.5,"San Jose, CA","WRF D, CA",10/11/22,fall,0.45 um filtrate,2221,Escherichia phage EC6,NC_027369.1,136,TRUE,86.231,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Ounavirinae,Ounavirinae,Felixounavirus,Felixounavirus|Mooglevirus|Suspvirus,Fully clustered
8.5,"San Jose, CA","WRF D, CA",10/11/22,fall,0.45 um filtrate,2287,Citrobacter phage Michonne,NC_028247.1,143,TRUE,90,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Ounavirinae,Ounavirinae,Mooglevirus,Felixounavirus|Mooglevirus|Suspvirus,Fully clustered
8.5,"San Jose, CA","WRF D, CA",10/11/22,fall,0.45 um filtrate,2398,Escherichia phage phiSUSP1,NC_028808.2,138,TRUE,90.743,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Ounavirinae,Ounavirinae,Suspvirus,Felixounavirus|Mooglevirus|Suspvirus,Fully clustered
8.5,"San Jose, CA","WRF D, CA",10/11/22,fall,0.45 um filtrate,2412,Escherichia phage vB_EcoM_AYO145A,NC_028825.1,131,TRUE,87.372,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Ounavirinae,Ounavirinae,Felixounavirus,Felixounavirus|Mooglevirus|Suspvirus,Fully clustered
8.5,"San Jose, CA","WRF D, CA",10/11/22,fall,0.45 um filtrate,2452,Escherichia phage HY02,NC_028872.1,125,TRUE,86.252,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Ounavirinae,Ounavirinae,Felixounavirus,Felixounavirus|Mooglevirus|Suspvirus,Fully clustered
8.5,"San Jose, CA","WRF D, CA",10/11/22,fall,0.45 um filtrate,2507,Escherichia phage SUSP2,NC_028935.2,132,TRUE,88.698,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Ounavirinae,Ounavirinae,Suspvirus,Felixounavirus|Mooglevirus|Suspvirus,Fully clustered
8.5,"San Jose, CA","WRF D, CA",10/11/22,fall,0.45 um filtrate,2583,Escherichia phage JH2,NC_029023.1,131,TRUE,87.712,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Ounavirinae,Ounavirinae,Felixounavirus,Felixounavirus|Mooglevirus|Suspvirus,Fully clustered
8.5,"San Jose, CA","WRF D, CA",10/11/22,fall,0.45 um filtrate,2771,Escherichia phage vB_EcoM_Alf5,NC_031082.1,133,TRUE,87.662,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Ounavirinae,Ounavirinae,Felixounavirus,Felixounavirus|Mooglevirus|Suspvirus,Fully clustered
8.5,"San Jose, CA","WRF D, CA",10/11/22,fall,0.45 um filtrate,2892,Salmonella phage BPS15Q2,NC_031939.1,130,TRUE,89.817,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Ounavirinae,Ounavirinae,Felixounavirus,Felixounavirus|Mooglevirus|Suspvirus,Fully clustered
8.5,"San Jose, CA","WRF D, CA",10/11/22,fall,0.45 um filtrate,2988,Salmonella phage Si3,NC_041922.1,119,TRUE,84.419,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Ounavirinae,Ounavirinae,Felixounavirus,Felixounavirus|Mooglevirus|Suspvirus,Fully clustered
8.5,"San Jose, CA","WRF D, CA",10/11/22,fall,0.45 um filtrate,2989,Salmonella phage Mushroom,NC_041923.1,128,TRUE,87.709,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Ounavirinae,Ounavirinae,Felixounavirus,Felixounavirus|Mooglevirus|Suspvirus,Fully clustered
8.5,"San Jose, CA","WRF D, CA",10/11/22,fall,0.45 um filtrate,3042,Citrobacter phage Mordin,NC_041977.1,138,TRUE,89.596,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Ounavirinae,Ounavirinae,Mooglevirus,Felixounavirus|Mooglevirus|Suspvirus,Fully clustered
8.5,"San Jose, CA","WRF D, CA",10/11/22,fall,0.45 um filtrate,3044,Escherichia typing phage 1,NC_041979.1,132,TRUE,88.531,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Ounavirinae,Ounavirinae,Felixounavirus,Felixounavirus|Mooglevirus|Suspvirus,Fully clustered
8.5,"San Jose, CA","WRF D, CA",10/11/22,fall,0.45 um filtrate,3082,Shigella phage Sf13,NC_042017.1,132,TRUE,87.57,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Ounavirinae,Ounavirinae,Mooglevirus,Felixounavirus|Mooglevirus|Suspvirus,Fully clustered
8.5,"San Jose, CA","WRF D, CA",10/11/22,fall,0.45 um filtrate,3130,Shigella phage Sf14,NC_042075.1,131,TRUE,87.575,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Ounavirinae,Ounavirinae,Mooglevirus,Felixounavirus|Mooglevirus|Suspvirus,Fully clustered
8.5,"San Jose, CA","WRF D, CA",10/11/22,fall,0.45 um filtrate,3131,Shigella phage Sf17,NC_042076.1,138,TRUE,90.092,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Ounavirinae,Ounavirinae,Mooglevirus,Felixounavirus|Mooglevirus|Suspvirus,Fully clustered
8.5,"San Jose, CA","WRF D, CA",10/11/22,fall,0.45 um filtrate,3151,Salmonella phage BPS17L1,NC_042096.1,126,TRUE,84.916,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Ounavirinae,Ounavirinae,Felixounavirus,Felixounavirus|Mooglevirus|Suspvirus,Fully clustered
8.5,"San Jose, CA","WRF D, CA",10/11/22,fall,0.45 um filtrate,3152,Salmonella phage BPS17W1,NC_042097.1,129,TRUE,87.609,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Ounavirinae,Ounavirinae,Felixounavirus,Felixounavirus|Mooglevirus|Suspvirus,Fully clustered
8.5,"San Jose, CA","WRF D, CA",10/11/22,fall,0.45 um filtrate,5180,Salmonella phage vB_SAg-RPN213,OL800606.1,131,TRUE,86.124,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Ounavirinae,Ounavirinae,Felixounavirus,Felixounavirus|Mooglevirus|Suspvirus,Fully clustered
8.5,"San Jose, CA","WRF D, CA",10/11/22,fall,0.45 um filtrate,1147,Erwinia phage phiEa21-4,NC_011811.1,118,TRUE,84.576,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Ounavirinae,Ounavirinae,Kolesnikvirus,Kolesnikvirus,Fully clustered
8.5,"San Jose, CA","WRF D, CA",10/11/22,fall,0.45 um filtrate,1269,Erwinia phage phiEa104,NC_015292.1,118,TRUE,84.565,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Ounavirinae,Ounavirinae,Kolesnikvirus,Kolesnikvirus,Fully clustered
8.5,"San Jose, CA","WRF D, CA",10/11/22,fall,0.45 um filtrate,3043,Erwinia phage vB_Eam-MM7,NC_041978.1,117,TRUE,84.694,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Ounavirinae,Ounavirinae,Kolesnikvirus,Kolesnikvirus,Fully clustered
8.5,"San Jose, CA","WRF D, CA",10/11/22,fall,0.45 um filtrate,2166,Vibrio phage VpKK5,NC_026610.2,80,TRUE,56.637,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Queuovirinae,Queuovirinae,nan,nan,Fully clustered
8.5,"San Jose, CA","WRF D, CA",10/11/22,fall,0.45 um filtrate,6083,k127_190806,k127_190806,27,FALSE,,,Duplodnaviria,,Uroviricota,,Caudoviricetes,,nan,,nan,,Queuovirinae,,novel_genus_0_of_Queuovirinae,Lower clustered then no edges
8.5,"San Jose, CA","WRF D, CA",10/11/22,fall,0.45 um filtrate,3990,Alteromonas phage vB_AcoS-R7M,NC_048878.1,67,TRUE,56.163,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Queuovirinae,Queuovirinae|nan,Amoyvirus,Amoyvirus,Fully clustered
8.5,"San Jose, CA","WRF D, CA",10/11/22,fall,0.45 um filtrate,519,Providencia phage PSTCR4,MW057856.1,77,TRUE,57.214,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,nan,Queuovirinae|nan,Craquatrovirus,Craquatrovirus,Fully clustered
8.5,"San Jose, CA","WRF D, CA",10/11/22,fall,0.45 um filtrate,520,Providencia phage PSTCR7,MW057861.1,84,TRUE,57.986,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,nan,Queuovirinae|nan,Craquatrovirus,Craquatrovirus,Fully clustered
8.5,"San Jose, CA","WRF D, CA",10/11/22,fall,0.45 um filtrate,306,Pseudomonas virus PBPA162,MK816297.1,83,TRUE,60.626,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,nan,Queuovirinae|nan,Iggyvirus,Iggyvirus,Fully clustered
8.5,"San Jose, CA","WRF D, CA",10/11/22,fall,0.45 um filtrate,330,Pseudomonas phage Iggy,MN029011.1,90,TRUE,60.628,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,nan,Queuovirinae|nan,Iggyvirus,Iggyvirus,Fully clustered
8.5,"San Jose, CA","WRF D, CA",10/11/22,fall,0.45 um filtrate,48,Pseudomonas phage JG054,KX898400.1,74,TRUE,57.839,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Queuovirinae,Queuovirinae|nan,Nipunavirus,Nipunavirus,Fully clustered
8.5,"San Jose, CA","WRF D, CA",10/11/22,fall,0.45 um filtrate,367,Pseudomonas phage Quinobequin-P09,MN504636.1,86,TRUE,58.277,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Queuovirinae,Queuovirinae|nan,Nipunavirus,Nipunavirus,Fully clustered
8.5,"San Jose, CA","WRF D, CA",10/11/22,fall,0.45 um filtrate,562,Pseudomonas phage vB_PaeS_PAJD-1,MW835180.1,72,TRUE,57.919,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Queuovirinae,Queuovirinae|nan,Nipunavirus,Nipunavirus,Fully clustered
8.5,"San Jose, CA","WRF D, CA",10/11/22,fall,0.45 um filtrate,2748,Pseudomonas phage NP1,NC_031058.1,74,TRUE,58.566,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Queuovirinae,Queuovirinae|nan,Nipunavirus,Nipunavirus,Fully clustered
8.5,"San Jose, CA","WRF D, CA",10/11/22,fall,0.45 um filtrate,3018,Pseudomonas phage PaMx25,NC_041953.1,74,TRUE,57.899,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Queuovirinae,Queuovirinae|nan,Nipunavirus,Nipunavirus,Fully clustered
8.5,"San Jose, CA","WRF D, CA",10/11/22,fall,0.45 um filtrate,5256,Xanthomonas phage vB_Xar_IVIA-DoCa3,ON911540.2,75,TRUE,58.107,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Queuovirinae,Queuovirinae|nan,Nipunavirus,Nipunavirus,Fully clustered
8.5,"San Jose, CA","WRF D, CA",10/11/22,fall,0.45 um filtrate,2016,Enterobacteria phage 9g,NC_024146.1,71,TRUE,56.702,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Queuovirinae,Queuovirinae|nan,Nonagvirus,Nonagvirus,Fully clustered
8.5,"San Jose, CA","WRF D, CA",10/11/22,fall,0.45 um filtrate,2557,Enterobacteria phage JenP2,NC_028997.1,87,TRUE,59.802,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Queuovirinae,Queuovirinae|nan,Nonagvirus,Nonagvirus,Fully clustered
8.5,"San Jose, CA","WRF D, CA",10/11/22,fall,0.45 um filtrate,2581,Enterobacteria phage JenK1,NC_029021.1,86,TRUE,60.747,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Queuovirinae,Queuovirinae|nan,Nonagvirus,Nonagvirus,Fully clustered
8.5,"San Jose, CA","WRF D, CA",10/11/22,fall,0.45 um filtrate,2588,Enterobacteria phage JenP1,NC_029028.1,87,TRUE,60.754,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Queuovirinae,Queuovirinae|nan,Nonagvirus,Nonagvirus,Fully clustered
8.5,"San Jose, CA","WRF D, CA",10/11/22,fall,0.45 um filtrate,3090,Salmonella phage SE1 (in:Nonagvirus),NC_042025.1,93,TRUE,60.03,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Queuovirinae,Queuovirinae|nan,Nonagvirus,Nonagvirus,Fully clustered
8.5,"San Jose, CA","WRF D, CA",10/11/22,fall,0.45 um filtrate,2230,Escherichia phage Seurat,NC_027378.1,88,TRUE,56.776,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Queuovirinae,Queuovirinae|nan,Seuratvirus,Seuratvirus,Fully clustered
8.5,"San Jose, CA","WRF D, CA",10/11/22,fall,0.45 um filtrate,2371,Escherichia phage CAjan,NC_028776.1,91,TRUE,59.67,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Queuovirinae,Queuovirinae|nan,Seuratvirus,Seuratvirus,Fully clustered
8.5,"San Jose, CA","WRF D, CA",10/11/22,fall,0.45 um filtrate,2418,Escherichia phage slur01,NC_028831.1,90,TRUE,61.235,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Queuovirinae,Queuovirinae|nan,Seuratvirus,Seuratvirus,Fully clustered
8.5,"San Jose, CA","WRF D, CA",10/11/22,fall,0.45 um filtrate,3175,Pantoea phage vB_PagS_Vid5,NC_042120.1,99,TRUE,61.437,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,nan,Queuovirinae|nan,Vidquintavirus,Vidquintavirus,Fully clustered
