sample.name,wwtp,wrf,collection.date,season,pore.size,index,GenomeName,RefSeqID,Proteins,Reference,Size (Kb),realm (Reference),realm (prediction),phylum (Reference),phylum (prediction),class (Reference),class (prediction),order (Reference),order (prediction),family (Reference),family (prediction),subfamily (Reference),subfamily (prediction),genus (Reference),genus (prediction),network
4.5,"San Jose, CA","WRF D, CA",9/19/22,fall,0.45 um filtrate,5118,Salmonella phage vB_SenS_S528,OK108608.1,68,TRUE,42.662,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Guernseyvirinae,Guernseyvirinae|nan,Jerseyvirus,Jerseyvirus,Fully clustered
4.5,"San Jose, CA","WRF D, CA",9/19/22,fall,0.45 um filtrate,5119,Salmonella phage vB_SenS_S532,OK108609.1,66,TRUE,43.62,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Guernseyvirinae,Guernseyvirinae|nan,Jerseyvirus,Jerseyvirus,Fully clustered
4.5,"San Jose, CA","WRF D, CA",9/19/22,fall,0.45 um filtrate,5122,Salmonella phage SGPC,OK169616.1,62,TRUE,42.345,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Guernseyvirinae,Guernseyvirinae|nan,Jerseyvirus,Jerseyvirus,Fully clustered
4.5,"San Jose, CA","WRF D, CA",9/19/22,fall,0.45 um filtrate,5154,Salmonella phage LP31,OL436139.1,57,TRUE,42.6,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Guernseyvirinae,Guernseyvirinae|nan,Jerseyvirus,Jerseyvirus,Fully clustered
4.5,"San Jose, CA","WRF D, CA",9/19/22,fall,0.45 um filtrate,5159,Salmonella phage vB_SenS_TUMS_E19,OL519843.1,62,TRUE,42.813,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Guernseyvirinae,Guernseyvirinae|nan,Jerseyvirus,Jerseyvirus,Fully clustered
4.5,"San Jose, CA","WRF D, CA",9/19/22,fall,0.45 um filtrate,5173,Salmonella phage vB_SalS-S10,OL770276.1,62,TRUE,43.324,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Guernseyvirinae,Guernseyvirinae|nan,Jerseyvirus,Jerseyvirus,Fully clustered
4.5,"San Jose, CA","WRF D, CA",9/19/22,fall,0.45 um filtrate,5199,Salmonella phage PBSE191,OM291373.1,43,TRUE,41.332,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Guernseyvirinae,Guernseyvirinae|nan,Jerseyvirus,Jerseyvirus,Fully clustered
4.5,"San Jose, CA","WRF D, CA",9/19/22,fall,0.45 um filtrate,5201,Salmonella phage F118P13,OM339548.1,68,TRUE,42.378,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Guernseyvirinae,Guernseyvirinae|nan,Jerseyvirus,Jerseyvirus,Fully clustered
4.5,"San Jose, CA","WRF D, CA",9/19/22,fall,0.45 um filtrate,5232,Salmonella phage CTH7,ON409569.1,62,TRUE,42.16,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Guernseyvirinae,Guernseyvirinae|nan,Jerseyvirus,Jerseyvirus,Fully clustered
4.5,"San Jose, CA","WRF D, CA",9/19/22,fall,0.45 um filtrate,5249,Salmonella phage GRNsp50,ON720977.1,59,TRUE,42.078,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Guernseyvirinae,Guernseyvirinae|nan,Jerseyvirus,Jerseyvirus,Fully clustered
4.5,"San Jose, CA","WRF D, CA",9/19/22,fall,0.45 um filtrate,5260,Salmonella phage T102,ON996339.1,54,TRUE,41.941,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Guernseyvirinae,Guernseyvirinae|nan,Jerseyvirus,Jerseyvirus,Fully clustered
4.5,"San Jose, CA","WRF D, CA",9/19/22,fall,0.45 um filtrate,5272,Salmonella phage MET_P1_001_43,OP389270.1,76,TRUE,43.205,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Guernseyvirinae,Guernseyvirinae|nan,Jerseyvirus,Jerseyvirus,Fully clustered
4.5,"San Jose, CA","WRF D, CA",9/19/22,fall,0.45 um filtrate,5277,Salmonella phage vB_SalP_LDW16,OP484850.1,60,TRUE,43.359,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Guernseyvirinae,Guernseyvirinae|nan,Jerseyvirus,Jerseyvirus,Fully clustered
4.5,"San Jose, CA","WRF D, CA",9/19/22,fall,0.45 um filtrate,5280,Salmonella phage F12013,OP745619.1,59,TRUE,43.628,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Guernseyvirinae,Guernseyvirinae|nan,Jerseyvirus,Jerseyvirus,Fully clustered
4.5,"San Jose, CA","WRF D, CA",9/19/22,fall,0.45 um filtrate,154,Escherichia phage vB_EcoS-Ro145c2YLVW,MH051334.1,71,TRUE,42.145,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Guernseyvirinae,Guernseyvirinae|nan,Kagunavirus,Kagunavirus,Fully clustered
4.5,"San Jose, CA","WRF D, CA",9/19/22,fall,0.45 um filtrate,290,Escherichia phage ZCEC5,MK542015.1,72,TRUE,43.372,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Guernseyvirinae,Guernseyvirinae|nan,Kagunavirus,Kagunavirus,Fully clustered
4.5,"San Jose, CA","WRF D, CA",9/19/22,fall,0.45 um filtrate,411,Escherichia phage vB_EcoS_XY1,MN927225.1,76,TRUE,45.566,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Guernseyvirinae,Guernseyvirinae|nan,Kagunavirus,Kagunavirus,Fully clustered
4.5,"San Jose, CA","WRF D, CA",9/19/22,fall,0.45 um filtrate,482,Escherichia phage vB_EcoS_fFiEco02,MT711523.1,77,TRUE,44.723,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Guernseyvirinae,Guernseyvirinae|nan,Kagunavirus,Kagunavirus,Fully clustered
4.5,"San Jose, CA","WRF D, CA",9/19/22,fall,0.45 um filtrate,483,Escherichia phage vB_EcoS_fFiEco03,MT711524.1,77,TRUE,43.947,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Guernseyvirinae,Guernseyvirinae|nan,Kagunavirus,Kagunavirus,Fully clustered
4.5,"San Jose, CA","WRF D, CA",9/19/22,fall,0.45 um filtrate,484,Escherichia phage vB_EcoS_fPoEco01,MT711526.1,77,TRUE,44.391,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Guernseyvirinae,Guernseyvirinae|nan,Kagunavirus,Kagunavirus,Fully clustered
4.5,"San Jose, CA","WRF D, CA",9/19/22,fall,0.45 um filtrate,584,Escherichia phage vB_EcoS-22664BS2,MZ234010.1,86,TRUE,45.176,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Guernseyvirinae,Guernseyvirinae|nan,Kagunavirus,Kagunavirus,Fully clustered
4.5,"San Jose, CA","WRF D, CA",9/19/22,fall,0.45 um filtrate,631,Escherichia phage vB_EcoS-phiEc3,MZ576217.1,80,TRUE,45.288,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Guernseyvirinae,Guernseyvirinae|nan,Kagunavirus,Kagunavirus,Fully clustered
4.5,"San Jose, CA","WRF D, CA",9/19/22,fall,0.45 um filtrate,644,Escherichia phage 26,MZ832314.1,71,TRUE,42.462,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Guernseyvirinae,Guernseyvirinae|nan,Kagunavirus,Kagunavirus,Fully clustered
4.5,"San Jose, CA","WRF D, CA",9/19/22,fall,0.45 um filtrate,2282,Escherichia phage K1G,NC_027993.1,52,TRUE,43.587,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Guernseyvirinae,Guernseyvirinae|nan,Kagunavirus,Kagunavirus,Fully clustered
4.5,"San Jose, CA","WRF D, CA",9/19/22,fall,0.45 um filtrate,2283,Escherichia phage K1H,NC_027994.1,50,TRUE,41.632,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Guernseyvirinae,Guernseyvirinae|nan,Kagunavirus,Kagunavirus,Fully clustered
4.5,"San Jose, CA","WRF D, CA",9/19/22,fall,0.45 um filtrate,2964,Escherichia phage K1ind1,NC_041897.1,51,TRUE,42.292,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Guernseyvirinae,Guernseyvirinae|nan,Kagunavirus,Kagunavirus,Fully clustered
4.5,"San Jose, CA","WRF D, CA",9/19/22,fall,0.45 um filtrate,2965,Escherichia phage K1ind2,NC_041898.1,48,TRUE,42.765,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Guernseyvirinae,Guernseyvirinae|nan,Kagunavirus,Kagunavirus,Fully clustered
4.5,"San Jose, CA","WRF D, CA",9/19/22,fall,0.45 um filtrate,3139,Escherichia phage VB_EcoS-Golestan,NC_042084.1,78,TRUE,44.829,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Guernseyvirinae,Guernseyvirinae|nan,Kagunavirus,Kagunavirus,Fully clustered
4.5,"San Jose, CA","WRF D, CA",9/19/22,fall,0.45 um filtrate,3712,Raoultella phage RP180,NC_048181.1,64,TRUE,44.851,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Guernseyvirinae,Guernseyvirinae|nan,Kagunavirus,Kagunavirus,Fully clustered
4.5,"San Jose, CA","WRF D, CA",9/19/22,fall,0.45 um filtrate,5145,Escherichia phage NTEC3,OK539620.1,72,TRUE,44.24,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Guernseyvirinae,Guernseyvirinae|nan,Kagunavirus,Kagunavirus,Fully clustered
4.5,"San Jose, CA","WRF D, CA",9/19/22,fall,0.45 um filtrate,5163,Escherichia virus fEg-Eco19,OL539727.1,76,TRUE,45.805,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Guernseyvirinae,Guernseyvirinae|nan,Kagunavirus,Kagunavirus,Fully clustered
4.5,"San Jose, CA","WRF D, CA",9/19/22,fall,0.45 um filtrate,5228,Escherichia phage SZH-1,ON391668.1,81,TRUE,43.969,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Guernseyvirinae,Guernseyvirinae|nan,Kagunavirus,Kagunavirus,Fully clustered
4.5,"San Jose, CA","WRF D, CA",9/19/22,fall,0.45 um filtrate,115,Salmonella phage St162,MF158037.1,62,TRUE,42.701,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Guernseyvirinae,Guernseyvirinae|nan,Kagunavirus,Kagunavirus|Cornellvirus|nan,Fully clustered
4.5,"San Jose, CA","WRF D, CA",9/19/22,fall,0.45 um filtrate,168,Salmonella virus VSiP,MH424444.1,73,TRUE,43.11,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Guernseyvirinae,Guernseyvirinae|nan,Cornellvirus,Kagunavirus|Cornellvirus|nan,Fully clustered
4.5,"San Jose, CA","WRF D, CA",9/19/22,fall,0.45 um filtrate,273,Salmonella phage TS6,MK214385.1,65,TRUE,41.515,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Guernseyvirinae,Guernseyvirinae|nan,nan,Kagunavirus|Cornellvirus|nan,Fully clustered
4.5,"San Jose, CA","WRF D, CA",9/19/22,fall,0.45 um filtrate,286,Salmonella phage vB_SenS_SE1,MK479295.1,63,TRUE,40.987,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Guernseyvirinae,Guernseyvirinae|nan,nan,Kagunavirus|Cornellvirus|nan,Fully clustered
4.5,"San Jose, CA","WRF D, CA",9/19/22,fall,0.45 um filtrate,336,Salmonella phage Shemara,MN070121.2,83,TRUE,44.342,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Guernseyvirinae,Guernseyvirinae|nan,Cornellvirus,Kagunavirus|Cornellvirus|nan,Fully clustered
4.5,"San Jose, CA","WRF D, CA",9/19/22,fall,0.45 um filtrate,423,Salmonella phage vB_SenTO17,MT012729.1,75,TRUE,41.658,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Guernseyvirinae,Guernseyvirinae|nan,nan,Kagunavirus|Cornellvirus|nan,Fully clustered
4.5,"San Jose, CA","WRF D, CA",9/19/22,fall,0.45 um filtrate,570,Salmonella phage vB_STM-ZS,MZ004649.1,59,TRUE,40.542,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Guernseyvirinae,Guernseyvirinae|nan,nan,Kagunavirus|Cornellvirus|nan,Fully clustered
4.5,"San Jose, CA","WRF D, CA",9/19/22,fall,0.45 um filtrate,1711,Salmonella phage FSL SP-031,NC_021775.1,59,TRUE,42.215,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Guernseyvirinae,Guernseyvirinae|nan,Cornellvirus,Kagunavirus|Cornellvirus|nan,Fully clustered
4.5,"San Jose, CA","WRF D, CA",9/19/22,fall,0.45 um filtrate,5248,Salmonella phage GRNsp27,ON720976.1,64,TRUE,41.187,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Guernseyvirinae,Guernseyvirinae|nan,nan,Kagunavirus|Cornellvirus|nan,Fully clustered
4.5,"San Jose, CA","WRF D, CA",9/19/22,fall,0.45 um filtrate,522,Serratia phage Tsm2,MW082583.1,60,TRUE,39.799,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Guernseyvirinae,Guernseyvirinae|nan,nan,nan,Fully clustered
4.5,"San Jose, CA","WRF D, CA",9/19/22,fall,0.45 um filtrate,1706,Serratia phage Eta,NC_021563.1,69,TRUE,42.724,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,nan,Guernseyvirinae|nan,nan,nan,Fully clustered
4.5,"San Jose, CA","WRF D, CA",9/19/22,fall,0.45 um filtrate,2335,Enterobacter phage phiEap-2,NC_028695.2,62,TRUE,40.491,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Guernseyvirinae,Guernseyvirinae|nan,nan,nan,Fully clustered
4.5,"San Jose, CA","WRF D, CA",9/19/22,fall,0.45 um filtrate,5216,Serratia phage vB_SmaM-Otaku,ON087563.1,62,TRUE,39.857,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Guernseyvirinae,Guernseyvirinae|nan,nan,nan,Fully clustered
4.5,"San Jose, CA","WRF D, CA",9/19/22,fall,0.45 um filtrate,5242,Klebsiella phage VLCpiS11a,ON602745.1,57,TRUE,39.791,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Guernseyvirinae,Guernseyvirinae|nan,nan,nan,Fully clustered
4.5,"San Jose, CA","WRF D, CA",9/19/22,fall,0.45 um filtrate,1355,Bacillus phage PBC1,NC_017976.1,50,TRUE,41.164,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Gutmannvirinae,Gutmannvirinae,Pebcunavirus,Pebcunavirus|Carmenvirus,Fully clustered
4.5,"San Jose, CA","WRF D, CA",9/19/22,fall,0.45 um filtrate,3811,Bacillus phage Carmen17,NC_048698.1,51,TRUE,41.82,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Gutmannvirinae,Gutmannvirinae,Carmenvirus,Pebcunavirus|Carmenvirus,Fully clustered
4.5,"San Jose, CA","WRF D, CA",9/19/22,fall,0.45 um filtrate,3838,Bacillus phage Wes44,NC_048725.1,54,TRUE,42.248,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Gutmannvirinae,Gutmannvirinae,Carmenvirus,Pebcunavirus|Carmenvirus,Fully clustered
4.5,"San Jose, CA","WRF D, CA",9/19/22,fall,0.45 um filtrate,1373,Leuconostoc phage Lmd1,NC_018273.1,40,TRUE,26.201,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Mccleskeyvirinae,Mccleskeyvirinae,Limdunavirus,Limdunavirus,Fully clustered
4.5,"San Jose, CA","WRF D, CA",9/19/22,fall,0.45 um filtrate,1618,Leuconostoc phage LN04,NC_020870.1,39,TRUE,25.865,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Mccleskeyvirinae,Mccleskeyvirinae,Limdunavirus,Limdunavirus,Fully clustered
4.5,"San Jose, CA","WRF D, CA",9/19/22,fall,0.45 um filtrate,1628,Leuconostoc phage P793,NC_020880.1,38,TRUE,26.769,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Mccleskeyvirinae,Mccleskeyvirinae,Limdunavirus,Limdunavirus,Fully clustered
4.5,"San Jose, CA","WRF D, CA",9/19/22,fall,0.45 um filtrate,2057,Leuconostoc phage phiLN6B,NC_024380.1,39,TRUE,25.74,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Mccleskeyvirinae,Mccleskeyvirinae,Limdunavirus,Limdunavirus,Fully clustered
4.5,"San Jose, CA","WRF D, CA",9/19/22,fall,0.45 um filtrate,2061,Leuconostoc phage phiLN12,NC_024385.1,41,TRUE,28.193,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Mccleskeyvirinae,Mccleskeyvirinae,Limdunavirus,Limdunavirus,Fully clustered
4.5,"San Jose, CA","WRF D, CA",9/19/22,fall,0.45 um filtrate,2066,Leuconostoc phage LN03,NC_024390.1,39,TRUE,26.752,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Mccleskeyvirinae,Mccleskeyvirinae,Limdunavirus,Limdunavirus,Fully clustered
4.5,"San Jose, CA","WRF D, CA",9/19/22,fall,0.45 um filtrate,4769,Leuconostoc phage LDG,NC_054986.1,40,TRUE,26.559,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Mccleskeyvirinae,Mccleskeyvirinae,Limdunavirus,Limdunavirus,Fully clustered
4.5,"San Jose, CA","WRF D, CA",9/19/22,fall,0.45 um filtrate,4770,Leuconostoc phage P965,NC_054987.1,38,TRUE,26.526,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Mccleskeyvirinae,Mccleskeyvirinae,Limdunavirus,Limdunavirus,Fully clustered
4.5,"San Jose, CA","WRF D, CA",9/19/22,fall,0.45 um filtrate,2055,Leuconostoc phage phiLNTR3,NC_024378.1,41,TRUE,28.015,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Mccleskeyvirinae,Mccleskeyvirinae,Unaquatrovirus,Unaquatrovirus,Fully clustered
4.5,"San Jose, CA","WRF D, CA",9/19/22,fall,0.45 um filtrate,2062,Leuconostoc phage LN25,NC_024386.1,41,TRUE,28.427,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Mccleskeyvirinae,Mccleskeyvirinae,Unaquatrovirus,Unaquatrovirus,Fully clustered
4.5,"San Jose, CA","WRF D, CA",9/19/22,fall,0.45 um filtrate,2064,Leuconostoc phage LN34,NC_024388.1,41,TRUE,28.022,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Mccleskeyvirinae,Mccleskeyvirinae,Unaquatrovirus,Unaquatrovirus,Fully clustered
4.5,"San Jose, CA","WRF D, CA",9/19/22,fall,0.45 um filtrate,2065,Leuconostoc phage phiLNTR2,NC_024389.1,42,TRUE,28.336,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Mccleskeyvirinae,Mccleskeyvirinae,Unaquatrovirus,Unaquatrovirus,Fully clustered
4.5,"San Jose, CA","WRF D, CA",9/19/22,fall,0.45 um filtrate,2211,Leuconostoc phage Ln-9,NC_027358.1,48,TRUE,28.527,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Mccleskeyvirinae,Mccleskeyvirinae,Unaquatrovirus,Unaquatrovirus,Fully clustered
4.5,"San Jose, CA","WRF D, CA",9/19/22,fall,0.45 um filtrate,2229,Leuconostoc phage Ln-8,NC_027377.1,45,TRUE,28.921,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Mccleskeyvirinae,Mccleskeyvirinae,Unaquatrovirus,Unaquatrovirus,Fully clustered
4.5,"San Jose, CA","WRF D, CA",9/19/22,fall,0.45 um filtrate,2277,Leuconostoc phage 1-A4,NC_027987.1,50,TRUE,29.508,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Mccleskeyvirinae,Mccleskeyvirinae,Unaquatrovirus,Unaquatrovirus,Fully clustered
4.5,"San Jose, CA","WRF D, CA",9/19/22,fall,0.45 um filtrate,4771,Leuconostoc phage Ln-7,NC_054988.1,47,TRUE,28.093,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Mccleskeyvirinae,Mccleskeyvirinae,Unaquatrovirus,Unaquatrovirus,Fully clustered
4.5,"San Jose, CA","WRF D, CA",9/19/22,fall,0.45 um filtrate,829,Salmonella phage FelixO1,NC_005282.1,127,TRUE,86.155,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Ounavirinae,Ounavirinae,Felixounavirus,Felixounavirus|Mooglevirus|Suspvirus,Fully clustered
4.5,"San Jose, CA","WRF D, CA",9/19/22,fall,0.45 um filtrate,1166,Escherichia phage wV8,NC_012749.1,140,TRUE,88.487,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Ounavirinae,Ounavirinae,Felixounavirus,Felixounavirus|Mooglevirus|Suspvirus,Fully clustered
4.5,"San Jose, CA","WRF D, CA",9/19/22,fall,0.45 um filtrate,2177,Citrobacter phage Moogle,NC_027293.1,126,TRUE,87.999,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Ounavirinae,Ounavirinae,Mooglevirus,Felixounavirus|Mooglevirus|Suspvirus,Fully clustered
4.5,"San Jose, CA","WRF D, CA",9/19/22,fall,0.45 um filtrate,2184,Salmonella phage vB_SPuM_SP116,NC_027329.1,126,TRUE,87.51,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Ounavirinae,Ounavirinae,Felixounavirus,Felixounavirus|Mooglevirus|Suspvirus,Fully clustered
4.5,"San Jose, CA","WRF D, CA",9/19/22,fall,0.45 um filtrate,2192,Escherichia phage vB_EcoM-VpaE1,NC_027337.1,132,TRUE,88.403,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Ounavirinae,Ounavirinae,Felixounavirus,Felixounavirus|Mooglevirus|Suspvirus,Fully clustered
4.5,"San Jose, CA","WRF D, CA",9/19/22,fall,0.45 um filtrate,2212,Enterobacteria phage UAB_Phi87,NC_027360.1,147,TRUE,87.603,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Ounavirinae,Ounavirinae,Felixounavirus,Felixounavirus|Mooglevirus|Suspvirus,Fully clustered
4.5,"San Jose, CA","WRF D, CA",9/19/22,fall,0.45 um filtrate,2221,Escherichia phage EC6,NC_027369.1,136,TRUE,86.231,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Ounavirinae,Ounavirinae,Felixounavirus,Felixounavirus|Mooglevirus|Suspvirus,Fully clustered
4.5,"San Jose, CA","WRF D, CA",9/19/22,fall,0.45 um filtrate,2287,Citrobacter phage Michonne,NC_028247.1,143,TRUE,90,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Ounavirinae,Ounavirinae,Mooglevirus,Felixounavirus|Mooglevirus|Suspvirus,Fully clustered
4.5,"San Jose, CA","WRF D, CA",9/19/22,fall,0.45 um filtrate,2398,Escherichia phage phiSUSP1,NC_028808.2,138,TRUE,90.743,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Ounavirinae,Ounavirinae,Suspvirus,Felixounavirus|Mooglevirus|Suspvirus,Fully clustered
